OBJECTID,RESP_ID,YEAR,INTERVIEW_DATE,RESP_STATE,RESP_COUNTY,ZIP_CODE,ZIP_CODE_POP_DENSITY_QUINTILE,RESP_AGE,RESP_GENDER,RESP_COMBINED_SEX_BY_AGE,RESP_RACE_WHITE,RESP_RACE_BLACK,RESP_RACE_ASIAN,RESP_RACE_INDIGENOUS_AMERICAN,RESP_RACE_PACIFIC_ISLANDER,RESP_RACE_OTHER_RACE,RESP_RACE_UNKNOWN,RESP_RACE_DECLINED,RESP_RACE_OTHER_RACE_DETAIL,RESP_ETHNICITY_HISPANIC,RESP_COMBINED_RACE_ETHNICITY,RESP_BIRTH_COUNTRY,RESP_COMBINED_RACE_ETH_BIRTH,RESP_COMBINED_RACE_BY_AGE,RESP_RACE_BY_EDU,LANGUAGE,RESP_EDU_LEVEL,RESP_EDU_4_CATEGORIES,RESP_COMBINED_SEX_BY_EDU,RESP_COMBINED_AGE_BY_EDU,HH_INCOME,HH_ADULTS_COUNT,HH_18_OR_UNDER_COUNT,HH_WITH_KIDS_5_TO_18,HH_K_12_HOUSEHOLD,HH_MOBILE_INTERNET,HH_WIRED_BROADBAND,HH_SATELLITE_INTERNET,HH_DIAL_UP_INTERNET,HH_ANY_INTERNET_ACCESS,HH_CP_LANDLINE,HH_LL_CELL_PHONE,HH_LL_SMARTPHONE,RESP_LL_CELL_PHONE,HH_COMBINED_PHONE_ACCESS,HH_COMPUTER,HH_TABLET,HH_WITH_KIDS_COMP_PROGRAMS,HH_WITH_KIDS_INTERNET_PROGRAMS,HH_INTERNET_INTERRUPTED,RESP_AWARE_PHLCONNECT,RESP_AWARE_FREE_INTERNET,RESP_AWARE_FED_PROGRAM,HH_DISCOUNT_INTERNET_SIGN_UP,HH_ABILITY_TO_KEEP_INTERNET,HH_NO_DISCOUNT_INTERNET_REASON,HH_NO_DISCOUNT_INTERNET_OTHER,RESP_INTERNET_SATISFACTION,HH_NO_BB_REASON_INTERNET_COST,HH_NO_BB_REASON_COMP_COST,HH_NO_BB_REASON_SMARTPHONE,HH_NO_BB_REASON_OTHER_LOCATION,HH_NO_BB_REASON_UNINSTALLABLE,HH_NO_BB_REASON_PRIVACY,HH_NO_BB_REASON_TECH_COMFORT,HH_NO_BB_REASON_NOT_WANT,HH_NO_BB_REASON_DEBT,HH_NO_BB_REASON_OTHER,HH_NO_BB_REASON_PRIMARY,RESP_NO_BB_PAST_INTERNET,RESP_BB_COST_LIMIT,INTERVIEW_PHONE_TYPE,RDD_TYPE,STATISTICAL_WEIGHT
2228,14100338,2021,12-Jul-21,1,1,19104,4,2,1,2,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,10,12,9,8,4,3,3,6,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.2678
2229,14043601,2021,6-Jul-21,1,1,19138,4,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,4,7,3,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.4491
2230,14122085,2021,6-Jul-21,1,1,19149,5,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,99,9,98,9,99,99,98,2,0,#NULL!,0,1,1,2,9,1,#NULL!,#NULL!,2,1,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,98,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,0,1,0.6232
2231,14119751,2021,12-Jul-21,1,1,19134,3,9,1,99,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,99,1,9,3,2,1,99,3,1,0,#NULL!,0,2,2,2,2,2,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,2,2,2,1,1,1,2,2,6,2,5,0,1,1.3167
2232,14064096,2021,12-Jul-21,1,1,19115,1,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,25,8,4,3,9,2,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,1,2,#NULL!,#NULL!,2,2,1,2,1,3,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,0.3215
2233,14111520,2021,7-Jul-21,1,1,19111,2,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,2,9,5,3,5,8,6,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,2,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,0,1,0.3837
2234,14004825,2021,2-Jul-21,1,1,19148,2,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,3,9,8,2,0,#NULL!,0,1,1,8,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,1,1,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.2431
2235,14069496,2021,2-Jul-21,1,1,19119,1,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,5,8,5,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,0,1,0.5851
2236,14107276,2021,2-Jul-21,1,1,19130,5,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,6,9,7,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.4105
2237,14015257,2021,2-Jul-21,1,1,19119,1,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,6,4,6,9,7,3,3,2,0,1,1,1,2,1,#NULL!,#NULL!,1,1,2,2,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,0,1,0.516
2238,14051972,2021,2-Jul-21,1,1,19103,5,2,2,8,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,10,12,9,8,4,6,3,9,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.7195
2239,14024683,2021,6-Jul-21,1,1,19142,4,6,2,12,1,0,0,0,0,0,0,0,,1,3,2,3,9,9,9,6,4,6,9,7,6,8,1,1,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.215
2240,14048575,2021,12-Jul-21,1,1,19131,1,9,2,99,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,99,99,9,98,9,99,99,98,2,0,#NULL!,0,1,2,2,2,1,#NULL!,#NULL!,2,1,2,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,8,2,2,2,8,1,8,2,2,2,#NULL!,2,8,0,1,2.7635
2241,14084793,2021,9-Jul-21,1,1,19149,5,3,2,9,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,4,4,3,2,2,1,1,1,1,2,1,1,#NULL!,#NULL!,1,1,2,1,1,4,4,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,1.0842
2242,14031518,2021,10-Jul-21,1,1,19137,1,4,2,10,0,0,0,0,0,0,0,1,,1,3,2,3,8,8,10,4,3,5,5,4,2,0,#NULL!,0,1,2,2,2,1,#NULL!,#NULL!,1,1,2,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,2,2,2,1,2,2,1,1,1,2,4,0,1,1.3105
2243,14116915,2021,6-Jul-21,1,1,19121,3,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,4,7,2,1,1,2,0,1,1,2,1,1,#NULL!,#NULL!,2,1,2,1,2,4,4,2,1,1,1,1,2,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,0,1,1.5727
2244,14041357,2021,6-Jul-21,1,1,19154,1,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,3,9,9,3,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.5226
2245,14081078,2021,8-Jul-21,1,1,19126,2,4,2,10,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,6,9,6,4,6,6,6,1,2,1,1,1,1,2,2,1,#NULL!,#NULL!,1,1,2,2,1,4,4,2,1,2,1,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.8855
2246,14067703,2021,12-Jul-21,1,1,19124,3,5,1,5,1,0,0,0,0,0,0,0,,1,3,1,3,9,8,9,5,3,2,8,5,3,0,#NULL!,0,1,2,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,2,1,2,2,1,2,1,2,2,3,1,3,0,1,0.6174
2247,14124657,2021,12-Jul-21,1,1,19139,4,4,2,10,0,0,0,0,0,0,0,1,,2,9,#NULL!,9,99,99,9,4,3,5,5,98,2,1,1,1,1,2,2,2,1,#NULL!,#NULL!,1,1,2,8,1,1,4,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,8,8,8,2,8,2,2,3,2,5,0,1,0.4884
2248,14121224,2021,6-Jul-21,1,1,19124,3,4,2,10,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,1,9,3,2,4,4,7,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.8042
2249,14048613,2021,8-Jul-21,1,1,19119,1,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,1,7,4,1,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,1,1,2,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.7406
2250,14070626,2021,9-Jul-21,1,1,19050,,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,8,4,6,9,99,5,3,2,0,1,1,1,2,1,#NULL!,#NULL!,1,1,2,1,1,1,4,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.215
2251,14059989,2021,6-Jul-21,1,1,19131,1,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,2,1,4,7,3,1,0,#NULL!,0,1,1,1,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.8078
2252,14079187,2021,9-Jul-21,1,1,19132,3,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,4,7,3,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.0696
2253,14110276,2021,2-Jul-21,1,1,19142,4,3,2,9,0,1,0,1,0,0,0,0,,2,6,#NULL!,6,11,10,9,3,2,4,4,1,1,2,1,1,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,1,4,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,2.9075
2254,14051527,2021,2-Jul-21,1,1,19131,1,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,2,1,4,7,2,1,0,#NULL!,0,2,2,2,2,2,#NULL!,#NULL!,2,1,2,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,1,2,1,1,2,2,1,1,1,5,0,1,1.8078
2255,14100776,2021,2-Jul-21,1,1,19131,1,3,2,9,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,4,4,3,3,4,1,1,1,1,2,1,1,#NULL!,#NULL!,1,1,2,1,1,1,4,2,2,1,2,2,#NULL!,97,already had internet,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.6212
2256,14095679,2021,6-Jul-21,1,1,99999,5,4,1,4,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,1,4,4,3,0,#NULL!,0,1,1,1,2,1,#NULL!,9,1,2,1,2,2,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.8033
2257,14024307,2021,6-Jul-21,1,1,19104,4,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,3,9,4,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.2924
2258,14106139,2021,2-Jul-21,1,1,19125,4,3,1,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,3,6,9,2,1,1,1,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.3007
2259,14006295,2021,6-Jul-21,1,1,19120,5,5,1,5,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,2,8,2,2,1,2,0,1,1,2,1,1,#NULL!,#NULL!,1,1,2,2,2,4,4,1,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.663
2260,14060394,2021,6-Jul-21,1,1,19143,4,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,6,9,98,3,0,#NULL!,0,1,2,2,1,1,#NULL!,#NULL!,2,1,2,1,1,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,2,1,2,2,2,8,2,2,#NULL!,1,4,0,1,0.2242
2261,14096860,2021,9-Jul-21,1,1,19136,1,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,1,7,5,1,0,#NULL!,0,2,2,2,2,2,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,8,2,2,1,2,1,8,1,2,2,8,2,8,0,1,1.3858
2262,14005344,2021,2-Jul-21,1,1,19139,4,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,6,4,6,9,98,1,0,#NULL!,0,2,2,2,2,2,#NULL!,#NULL!,1,1,2,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,2,2,2,1,2,2,2,1,#NULL!,1,3,0,1,0.3192
2263,14077574,2021,12-Jul-21,1,1,19139,4,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,6,4,3,9,4,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,2,1,2,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.215
2264,14127337,2021,2-Jul-21,1,1,19148,2,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,1,7,3,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.6784
2265,14082270,2021,8-Jul-21,1,1,19136,1,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,3,1,0,#NULL!,0,2,2,2,2,2,#NULL!,#NULL!,1,1,2,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,1,2,2,2,1,1,2,1,3,1,3,0,1,1.7831
2266,14034974,2021,9-Jul-21,1,1,19126,2,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,4,7,99,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,2,1,2,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,0,1,0.7144
2267,14011587,2021,6-Jul-21,1,1,19143,4,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,3,9,6,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,1,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.215
2268,14080212,2021,6-Jul-21,1,1,19104,4,5,2,11,0,1,0,0,0,0,0,0,,1,3,1,3,9,7,9,3,2,4,7,9,3,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.9453
2269,14086554,2021,9-Jul-21,1,1,19128,1,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,6,9,8,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,1,1,2,#NULL!,97,I have ongoing service,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,0,1,0.6138
2270,14107867,2021,2-Jul-21,1,1,19119,1,5,3,5,0,0,0,0,0,0,0,1,,2,9,#NULL!,9,99,99,9,4,3,2,8,6,2,1,1,1,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.9914
2271,14054206,2021,12-Jul-21,1,1,19135,2,4,2,10,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,2,9,5,3,5,5,5,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.777
2272,14111291,2021,12-Jul-21,1,1,19114,1,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,99,9,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.9319
2273,14108813,2021,6-Jul-21,1,1,99999,1,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,2,8,2,1,0,#NULL!,0,2,1,2,2,1,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,0.942
2274,14117820,2021,2-Jul-21,1,1,19139,4,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,1,1,4,7,1,1,0,#NULL!,0,2,2,2,2,2,#NULL!,2,2,2,1,1,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,1,2,2,2,2,2,1,1,2,5,0,1,0.6936
2275,14022637,2021,12-Jul-21,1,1,19115,1,9,2,99,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,99,1,9,3,2,4,99,99,9,2,2,0,2,2,2,2,2,#NULL!,2,2,2,1,2,2,4,4,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,2,2,2,2,2,1,2,2,#NULL!,2,1,0,1,0.9836
2276,14026974,2021,6-Jul-21,1,1,19103,5,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,3,3,2,3,0,#NULL!,0,1,1,1,2,1,#NULL!,#NULL!,1,1,2,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.8772
2277,14075923,2021,2-Jul-21,1,1,19149,5,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,1,7,3,1,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1.1481
2278,14106924,2021,8-Jul-21,1,1,19111,2,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,6,4,3,3,6,3,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.9919
2279,14028037,2021,8-Jul-21,1,1,19145,2,1,2,7,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,2,9,5,3,5,2,6,2,1,1,1,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,0,1,2.5308
2280,14115413,2021,5-Jul-21,1,1,19152,2,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,2,25,5,3,5,8,1,1,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,2,2,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,0.7342
2281,14125875,2021,12-Jul-21,1,1,19135,2,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,2,9,5,3,2,2,8,2,2,2,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,4,4,2,2,2,1,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,2.0467
